0062MAC:6001944A8425,,0162MAC:6001944A80A4,,0262MAC:6001944A8100,,0362MAC:5CCF7FB25491,,0462MAC:5CCF7FADEF1F,,0562MAC:5CCF7FB27D49,,0662MAC:5CCF7FB27D51,,0762MAC:5CCF7FB255AF,,0862MAC:5CCF7FBBBCD9,,0962MAC:5CCF7FBBB821,,
0063MAC:6001944A80AA,,0163MAC:6001944A81C7,,0263MAC:6001944A80FC,,0363MAC:5CCF7FB254E4,,0463MAC:5CCF7FADEF63,,0563MAC:5CCF7FB27D35,,0663MAC:5CCF7FB27E15,,0763MAC:5CCF7FB25631,,0863MAC:5CCF7FBBBCFD,,0963MAC:5CCF7FBBBCA5,,
0064MAC:6001944A845C,,0164MAC:6001944A824F,,0264MAC:6001944A8427,,0364MAC:5CCF7FB27E29,,0464MAC:5CCF7FADEFAE,,0564MAC:5CCF7FB2571E,,0664MAC:5CCF7FB27D34,,0764MAC:5CCF7FB25647,,0864MAC:5CCF7FBBCA89,,0964MAC:5CCF7FBBBD92,,
0065MAC:6001944A8110,,0165MAC:6001944A824A,,0265MAC:6001944A849F,,0365MAC:5CCF7FB2557C,,0465MAC:5CCF7FADF067,,0565MAC:5CCF7FB25724,,0665MAC:5CCF7FB27D3A,,0765MAC:5CCF7FB25675,,0865MAC:5CCF7FBBB944,,0965MAC:5CCF7FBBBD33,,
0066MAC:6001944A8479,,0166MAC:6001944A837C,,0266MAC:6001944A810F,,0366MAC:5CCF7FB25473,,0466MAC:5CCF7FADEF0F,,0566MAC:5CCF7FB256CF,,0666MAC:5CCF7FB27E12,,0766MAC:5CCF7FB25652,,0866MAC:5CCF7FBBB928,,0966MAC:5CCF7FBBBD2F,,
0067MAC:6001944A81F9,,0167MAC:6001944A80D3,,0267MAC:5CCF7F85EB91,,0367MAC:5CCF7FB25557,,0467MAC:A020A60526F8,,0567MAC:5CCF7FB27D48,,0667MAC:5CCF7FB27D91,,0767MAC:5CCF7FB2563C,,0867MAC:5CCF7FBBBD38,,0967MAC:5CCF7FBBBD7F,,
0068MAC:6001944A83E9,,0168MAC:6001944A816E,,0268MAC:6001944A80AC,,0368MAC:5CCF7FB255E5,,0468MAC:5CCF7FADEF3C,,0568MAC:5CCF7FB256A6,,0668MAC:5CCF7FB27E19,,0768MAC:5CCF7FB27E56,,0868MAC:5CCF7FBBBCB9,,0968MAC:5CCF7FBBBDA8,,
0069MAC:6001944A810E,,0169MAC:6001944A8131,,0269MAC:6001944A8313,,0369MAC:5CCF7FB27DEE,,0469MAC:5CCF7FADEF5B,,0569MAC:5CCF7FB25718,,0669MAC:5CCF7FB27D89,,0769MAC:5CCF7FB27D56,,0869MAC:5CCF7FBBB88E,,0969MAC:5CCF7FBBB913,,
0070MAC:6001944A84A0,,0170MAC:6001944A850C,,0270MAC:6001944A8502,,0370MAC:5CCF7FB25475,,0470MAC:5CCF7FADEF5C,,0570MAC:5CCF7FB27D28,,0670MAC:5CCF7FB27E0B,,0770MAC:5CCF7FB27E55,,0870MAC:5CCF7FBBBDCA,,0970MAC:5CCF7FBBB912,,
0071MAC:6001944A8417,,0171MAC:6001944A836F,,0271MAC:6001944A8111,,0371MAC:5CCF7FADF07C,,0471MAC:5CCF7FADF276,,0571MAC:5CCF7FB27D45,,0671MAC:5CCF7FB27D95,,0771MAC:5CCF7FB27D2E,,0871MAC:5CCF7FBBB8C2,,0971MAC:5CCF7FBBBD53,,
0072MAC:6001944A84A6,,0172MAC:6001944A8253,,0272MAC:6001944A80AF,,0372MAC:5CCF7FADF113,,0472MAC:5CCF7FADF265,,0572MAC:5CCF7FB25711,,0672MAC:5CCF7FB27D50,,0772MAC:5CCF7FB27E64,,0872MAC:5CCF7FBBB942,,0972MAC:5CCF7FBBB965,,
0073MAC:6001944A8466,,0173MAC:6001944A8384,,0273MAC:6001944A841A,,0373MAC:A020A6052705,,0473MAC:5CCF7FADEF85,,0573MAC:5CCF7FB256A0,,0673MAC:5CCF7FB27D9F,,0773MAC:5CCF7FB27E4F,,0873MAC:5CCF7FBBBD21,,0973MAC:5CCF7FBBBE1A,,
0074MAC:6001944A80B4,,0174MAC:6001944A81D2,,0274MAC:6001944A810B,,0374MAC:5CCF7FADF06E,,0474MAC:5CCF7FADF391,,0574MAC:5CCF7FB2573F,,0674MAC:5CCF7FB27E18,,0774MAC:5CCF7FB2546C,,0874MAC:5CCF7FBBBE7B,,0974MAC:5CCF7FBBBCA4,,
0075MAC:6001944A80CE,,0175MAC:6001944A80EA,,0275MAC:6001944A8462,,0375MAC:5CCF7FADEF34,,0475MAC:5CCF7FADEF40,,0575MAC:5CCF7FB2570E,,0675MAC:5CCF7FB27D9B,,0775MAC:5CCF7FB27E59,,0875MAC:5CCF7FBBBC97,,0975MAC:5CCF7FBBB820,,
0076MAC:6001944A8332,,0176MAC:6001944A815D,,0276MAC:6001944A8455,,0376MAC:5CCF7FADEF65,,0476MAC:5CCF7FADEFE4,,0576MAC:5CCF7FB25721,,0676MAC:5CCF7FB27E02,,0776MAC:5CCF7FBBB84D,,0876MAC:5CCF7FBBB8F4,,0976MAC:5CCF7FBBBD7D,,
0077MAC:6001944A84F1,,0177MAC:6001944A8176,,0277MAC:6001944A80B8,,0377MAC:5CCF7FADF032,,0477MAC:5CCF7FADEF32,,0577MAC:5CCF7FB25716,,0677MAC:5CCF7FB27D9A,,0777MAC:5CCF7FBBB8DC,,0877MAC:5CCF7FBBBD97,,0977MAC:5CCF7FBBB890,,
0078MAC:6001944A849A,,0178MAC:6001944A8167,,0278MAC:6001944A8506,,0378MAC:5CCF7FADEFE7,,0478MAC:5CCF7FADEEEE,,0578MAC:5CCF7FB27D29,,0678MAC:5CCF7FB27D87,,0778MAC:5CCF7FBBCA93,,0878MAC:5CCF7FBBB8F9,,0978MAC:5CCF7FBBB88D,,
